State,Year,Period,Labor_Force_Participation_Ratio,Employment_Participation_Ratio,Labor_Force,Employment,Unemployment,Unemployment_rate,Latitude,Longitude
Mississippi,2021,Aug,55,52.2,1250509,1185744,64765,5.2,32.354668,-89.398528
Mississippi,2021,Sep,55,52.3,1249882,1188811,61071,4.9,32.354668,-89.398528
Mississippi,2021,Oct,55,52.5,1250833,1193078,57755,4.6,32.354668,-89.398528
Mississippi,2021,Nov,55.1,52.7,1252235,1197297,54938,4.4,32.354668,-89.398528
Mississippi,2021,Dec,55.2,52.9,1253981,1201297,52684,4.2,32.354668,-89.398528
Mississippi,2022,Jan,55.2,53,1255199,1204280,50919,4.1,32.354668,-89.398528
Mississippi,2022,Feb,55.3,53.1,1255847,1206411,49436,3.9,32.354668,-89.398528
Mississippi,2022,Mar,55.3,53.2,1255604,1207472,48132,3.8,32.354668,-89.398528
Mississippi,2022,Apr,55.3,53.2,1254812,1207816,46996,3.7,32.354668,-89.398528
Mississippi,2022,May,55.2,53.2,1253260,1207047,46213,3.7,32.354668,-89.398528
Mississippi,2022,Jun,55.1,53.1,1251379,1205376,46003,3.7,32.354668,-89.398528
Mississippi,2022,Jul,55,52.9,1248774,1202247,46527,3.7,32.354668,-89.398528
Mississippi,2022,Aug,54.8,52.7,1245590,1198252,47338,3.8,32.354668,-89.398528
Mississippi,2022,Sep,54.7,52.6,1242389,1194632,47757,3.8,32.354668,-89.398528
Mississippi,2022,Oct,54.5,52.4,1239602,1192040,47562,3.8,32.354668,-89.398528
Mississippi,2022,Nov,54.4,52.4,1237682,1191001,46681,3.8,32.354668,-89.398528
Mississippi,2022,Dec,54.3,52.3,1236181,1191135,45046,3.6,32.354668,-89.398528
Missouri,2006,Jan,67.5,64.2,3014631,2865710,148921,4.9,37.964253,-91.831833
Missouri,2006,Feb,67.5,64.2,3016412,2869483,146929,4.9,37.964253,-91.831833
Missouri,2006,Mar,67.5,64.2,3019077,2873689,145388,4.8,37.964253,-91.831833
Missouri,2006,Apr,67.5,64.3,3022984,2877879,145105,4.8,37.964253,-91.831833
Missouri,2006,May,67.6,64.3,3028016,2882003,146013,4.8,37.964253,-91.831833
Missouri,2006,Jun,67.6,64.3,3033601,2886066,147535,4.9,37.964253,-91.831833
Missouri,2006,Jul,67.7,64.4,3039402,2890439,148963,4.9,37.964253,-91.831833
Missouri,2006,Aug,67.8,64.4,3045228,2895141,150087,4.9,37.964253,-91.831833
Missouri,2006,Sep,67.8,64.5,3050585,2899808,150777,4.9,37.964253,-91.831833
Missouri,2006,Oct,67.9,64.5,3054914,2904208,150706,4.9,37.964253,-91.831833
Missouri,2006,Nov,67.9,64.5,3057697,2907850,149847,4.9,37.964253,-91.831833
Missouri,2006,Dec,67.8,64.5,3058416,2909972,148444,4.9,37.964253,-91.831833
Missouri,2007,Jan,67.7,64.5,3057457,2910257,147200,4.8,37.964253,-91.831833
Missouri,2007,Feb,67.7,64.4,3055861,2909172,146689,4.8,37.964253,-91.831833
Missouri,2007,Mar,67.6,64.3,3054108,2907025,147083,4.8,37.964253,-91.831833
Missouri,2007,Apr,67.5,64.2,3052781,2904486,148295,4.9,37.964253,-91.831833
Missouri,2007,May,67.4,64.1,3052676,2902173,150503,4.9,37.964253,-91.831833
Missouri,2007,Jun,67.4,64,3053868,2900452,153416,5,37.964253,-91.831833
Missouri,2007,Jul,67.4,64,3056144,2899507,156637,5.1,37.964253,-91.831833
Missouri,2007,Aug,67.4,63.9,3059270,2899435,159835,5.2,37.964253,-91.831833
Missouri,2007,Sep,67.4,63.8,3062504,2900171,162333,5.3,37.964253,-91.831833
Missouri,2007,Oct,67.4,63.8,3064788,2900818,163970,5.4,37.964253,-91.831833
Missouri,2007,Nov,67.4,63.7,3065589,2900868,164721,5.4,37.964253,-91.831833
Missouri,2007,Dec,67.3,63.7,3065251,2900324,164927,5.4,37.964253,-91.831833
Missouri,2008,Jan,67.2,63.6,3064242,2899013,165229,5.4,37.964253,-91.831833
Missouri,2008,Feb,67.2,63.5,3063107,2897024,166083,5.4,37.964253,-91.831833
Missouri,2008,Mar,67.1,63.4,3062698,2894477,168221,5.5,37.964253,-91.831833
Missouri,2008,Apr,67.1,63.3,3063138,2891182,171956,5.6,37.964253,-91.831833
Missouri,2008,May,67,63.2,3063984,2886999,176985,5.8,37.964253,-91.831833
Missouri,2008,Jun,67,63,3064984,2882201,182783,6,37.964253,-91.831833
Missouri,2008,Jul,67,62.8,3065820,2876896,188924,6.2,37.964253,-91.831833
Missouri,2008,Aug,66.9,62.7,3066259,2870988,195271,6.4,37.964253,-91.831833
Missouri,2008,Sep,66.9,62.5,3066669,2864204,202465,6.6,37.964253,-91.831833
Missouri,2008,Oct,66.9,62.3,3067640,2856334,211306,6.9,37.964253,-91.831833
Missouri,2008,Nov,66.8,62,3069076,2847323,221753,7.2,37.964253,-91.831833
Missouri,2008,Dec,66.8,61.8,3070614,2837411,233203,7.6,37.964253,-91.831833
Missouri,2009,Jan,66.8,61.5,3072024,2827112,244912,8,37.964253,-91.831833
Missouri,2009,Feb,66.8,61.3,3073323,2817179,256144,8.3,37.964253,-91.831833
Missouri,2009,Mar,66.8,61.1,3074303,2808736,265567,8.6,37.964253,-91.831833
Missouri,2009,Apr,66.8,60.9,3074803,2802257,272546,8.9,37.964253,-91.831833
Missouri,2009,May,66.8,60.7,3074117,2796764,277353,9,37.964253,-91.831833
Missouri,2009,Jun,66.7,60.6,3071762,2791064,280698,9.1,37.964253,-91.831833
Missouri,2009,Jul,66.5,60.4,3067274,2784144,283130,9.2,37.964253,-91.831833
Missouri,2009,Aug,66.3,60.2,3060731,2775832,284899,9.3,37.964253,-91.831833
Missouri,2009,Sep,66.1,59.9,3053430,2767093,286337,9.4,37.964253,-91.831833
Missouri,2009,Oct,65.9,59.7,3046720,2759008,287712,9.4,37.964253,-91.831833
Missouri,2009,Nov,65.8,59.5,3042320,2752712,289608,9.5,37.964253,-91.831833
Missouri,2009,Dec,65.7,59.4,3041155,2749112,292043,9.6,37.964253,-91.831833
Missouri,2010,Jan,65.7,59.4,3042296,2748478,293818,9.7,37.964253,-91.831833
Missouri,2010,Feb,65.7,59.4,3043869,2749657,294212,9.7,37.964253,-91.831833
Missouri,2010,Mar,65.7,59.4,3044587,2751280,293307,9.6,37.964253,-91.831833
Missouri,2010,Apr,65.9,59.6,3044286,2752890,291396,9.6,37.964253,-91.831833
Missouri,2010,May,65.8,59.6,3043234,2754497,288737,9.5,37.964253,-91.831833
Missouri,2010,Jun,65.8,59.6,3041931,2755633,286298,9.4,37.964253,-91.831833
Missouri,2010,Jul,65.7,59.6,3041121,2756025,285096,9.4,37.964253,-91.831833
Missouri,2010,Aug,65.7,59.5,3041423,2755882,285541,9.4,37.964253,-91.831833
Missouri,2010,Sep,65.7,59.5,3042363,2755310,287053,9.4,37.964253,-91.831833
Missouri,2010,Oct,65.7,59.4,3043450,2755173,288277,9.5,37.964253,-91.831833
Missouri,2010,Nov,65.7,59.4,3043917,2755917,288000,9.5,37.964253,-91.831833
Missouri,2010,Dec,65.6,59.5,3043280,2757397,285883,9.4,37.964253,-91.831833
Missouri,2011,Jan,65.6,59.5,3042146,2759423,282723,9.3,37.964253,-91.831833
Missouri,2011,Feb,65.5,59.5,3040520,2761650,278870,9.2,37.964253,-91.831833
Missouri,2011,Mar,65.4,59.5,3038234,2763601,274633,9,37.964253,-91.831833
Missouri,2011,Apr,65.4,59.5,3035428,2764617,270811,8.9,37.964253,-91.831833
Missouri,2011,May,65.3,59.5,3032973,2764945,268028,8.8,37.964253,-91.831833
Missouri,2011,Jun,65.2,59.5,3031540,2765678,265862,8.8,37.964253,-91.831833
Missouri,2011,Jul,65.2,59.5,3031325,2767805,263520,8.7,37.964253,-91.831833
Missouri,2011,Aug,65.2,59.6,3031636,2771395,260241,8.6,37.964253,-91.831833
Missouri,2011,Sep,65.1,59.6,3031257,2775879,255378,8.4,37.964253,-91.831833
Missouri,2011,Oct,65.1,59.7,3029495,2780269,249226,8.2,37.964253,-91.831833
Missouri,2011,Nov,65,59.8,3025832,2783434,242398,8,37.964253,-91.831833
Missouri,2011,Dec,64.8,59.8,3020372,2784865,235507,7.8,37.964253,-91.831833
Missouri,2012,Jan,64.7,59.7,3013958,2784819,229139,7.6,37.964253,-91.831833
Missouri,2012,Feb,64.5,59.7,3008235,2784077,224158,7.5,37.964253,-91.831833
Missouri,2012,Mar,64.4,59.7,3004112,2783008,221104,7.4,37.964253,-91.831833
Missouri,2012,Apr,64.3,59.6,3001221,2782139,219082,7.3,37.964253,-91.831833
Missouri,2012,May,64.3,59.6,2999746,2782417,217329,7.2,37.964253,-91.831833
Missouri,2012,Jun,64.2,59.6,2999577,2784194,215383,7.2,37.964253,-91.831833
Missouri,2012,Jul,64.2,59.7,3000439,2787304,213135,7.1,37.964253,-91.831833
Missouri,2012,Aug,64.2,59.7,3002370,2791175,211195,7,37.964253,-91.831833
Missouri,2012,Sep,64.3,59.8,3005264,2795016,210248,7,37.964253,-91.831833
Missouri,2012,Oct,64.3,59.8,3007710,2797738,209972,7,37.964253,-91.831833
Missouri,2012,Nov,64.3,59.8,3008994,2799168,209826,7,37.964253,-91.831833
Missouri,2012,Dec,64.3,59.8,3009177,2799741,209436,7,37.964253,-91.831833
Missouri,2018,Jan,63.7,61.4,3046775,2938508,108267,3.6,37.964253,-91.831833
Missouri,2018,Feb,63.7,61.5,3048573,2942099,106474,3.5,37.964253,-91.831833
Missouri,2018,Mar,63.8,61.6,3050889,2946937,103952,3.4,37.964253,-91.831833
Missouri,2018,Apr,63.8,61.7,3051864,2951076,100788,3.3,37.964253,-91.831833
Missouri,2018,May,63.7,61.7,3050840,2953143,97697,3.2,37.964253,-91.831833
Missouri,2018,Jun,63.6,61.7,3048331,2953221,95110,3.1,37.964253,-91.831833
Missouri,2018,Jul,63.6,61.6,3045277,2951984,93293,3.1,37.964253,-91.831833
Missouri,2018,Aug,63.5,61.6,3043252,2950566,92686,3,37.964253,-91.831833
Missouri,2018,Sep,63.5,61.5,3043345,2949967,93378,3.1,37.964253,-91.831833
Missouri,2018,Oct,63.5,61.5,3045983,2950848,95135,3.1,37.964253,-91.831833
Missouri,2018,Nov,63.6,61.5,3050429,2953050,97379,3.2,37.964253,-91.831833
Missouri,2018,Dec,63.6,61.6,3055299,2955921,99378,3.3,37.964253,-91.831833
Missouri,2019,Jan,63.7,61.6,3057875,2957413,100462,3.3,37.964253,-91.831833
Missouri,2019,Feb,63.7,61.6,3060054,2959842,100212,3.3,37.964253,-91.831833
Missouri,2019,Mar,63.7,61.7,3060821,2962103,98718,3.2,37.964253,-91.831833
Missouri,2019,Apr,63.7,61.7,3061249,2964745,96504,3.2,37.964253,-91.831833
Missouri,2019,May,63.7,61.7,3062288,2967781,94507,3.1,37.964253,-91.831833
Missouri,2019,Jun,63.7,61.8,3065051,2971199,93852,3.1,37.964253,-91.831833
Missouri,2019,Jul,63.8,61.8,3070084,2974952,95132,3.1,37.964253,-91.831833
Missouri,2019,Aug,63.9,61.9,3076870,2978809,98061,3.2,37.964253,-91.831833
Missouri,2019,Sep,64,61.9,3084308,2983100,101208,3.3,37.964253,-91.831833
Missouri,2019,Oct,64.1,62,3090542,2986950,103592,3.4,37.964253,-91.831833
Missouri,2019,Nov,64.2,62,3094197,2989688,104509,3.4,37.964253,-91.831833
Missouri,2019,Dec,64.1,62,3093898,2989801,104097,3.4,37.964253,-91.831833
Missouri,2020,Jan,64,61.9,3090313,2986662,103651,3.4,37.964253,-91.831833
Missouri,2020,Feb,63.9,61.8,3085960,2980846,105114,3.4,37.964253,-91.831833
Missouri,2020,Mar,63.9,61.6,3084010,2974829,109181,3.5,37.964253,-91.831833
Missouri,2020,Apr,60.7,53.6,2923986,2585090,338896,11.6,37.964253,-91.831833
Missouri,2020,May,59.5,53.8,2867265,2591974,275291,9.6,37.964253,-91.831833
Missouri,2020,Jun,61.5,56.5,2963703,2725901,237802,8,37.964253,-91.831833
Missouri,2020,Jul,63.7,59.1,3072308,2851685,220623,7.2,37.964253,-91.831833
Missouri,2020,Aug,63.4,59.3,3057991,2862075,195916,6.4,37.964253,-91.831833
Missouri,2020,Sep,63.2,59.5,3053282,2871647,181635,5.9,37.964253,-91.831833
Missouri,2020,Oct,63,59.5,3041921,2876984,164937,5.4,37.964253,-91.831833
Missouri,2020,Nov,62.8,59.6,3036629,2879909,156720,5.2,37.964253,-91.831833
Missouri,2020,Dec,62.7,59.6,3033074,2880284,152790,5,37.964253,-91.831833
Missouri,2021,Jan,62.6,59.6,3029222,2881114,148108,4.9,37.964253,-91.831833
Missouri,2021,Feb,62.6,59.6,3029346,2882789,146557,4.8,37.964253,-91.831833
Missouri,2021,Mar,62.6,59.7,3031077,2886502,144575,4.8,37.964253,-91.831833
Missouri,2021,Apr,62.6,59.7,3032403,2890796,141607,4.7,37.964253,-91.831833
Missouri,2021,May,62.6,59.8,3031756,2895286,136470,4.5,37.964253,-91.831833
Missouri,2021,Jun,62.5,59.8,3031482,2900125,131357,4.3,37.964253,-91.831833
Missouri,2021,Jul,62.5,59.9,3028922,2903936,124986,4.1,37.964253,-91.831833
Missouri,2021,Aug,62.4,59.9,3026938,2908294,118644,3.9,37.964253,-91.831833
Missouri,2021,Sep,62.3,60,3024322,2912158,112164,3.7,37.964253,-91.831833
Missouri,2021,Oct,62.3,60.1,3026044,2919484,106560,3.5,37.964253,-91.831833
Missouri,2021,Nov,62.4,60.3,3027679,2926685,100994,3.3,37.964253,-91.831833
Missouri,2021,Dec,62.4,60.4,3030041,2934479,95562,3.2,37.964253,-91.831833
Missouri,2022,Jan,62.4,60.6,3030821,2941198,89623,3,37.964253,-91.831833
Missouri,2022,Feb,62.4,60.7,3030723,2947703,83020,2.7,37.964253,-91.831833
Missouri,2022,Mar,62.4,60.8,3029956,2952995,76961,2.5,37.964253,-91.831833
Missouri,2022,Apr,62.3,60.9,3029671,2957483,72188,2.4,37.964253,-91.831833
Missouri,2022,May,62.3,60.9,3029110,2959602,69508,2.3,37.964253,-91.831833
Missouri,2022,Jun,62.3,60.9,3030495,2961033,69462,2.3,37.964253,-91.831833
Missouri,2022,Jul,62.3,60.8,3032910,2960732,72178,2.4,37.964253,-91.831833
Missouri,2022,Aug,62.4,60.8,3036230,2959662,76568,2.5,37.964253,-91.831833
Missouri,2022,Sep,62.4,60.7,3039257,2958299,80958,2.7,37.964253,-91.831833
Missouri,2022,Oct,62.4,60.7,3043823,2959591,84232,2.8,37.964253,-91.831833
Missouri,2022,Nov,62.5,60.7,3048386,2962633,85753,2.8,37.964253,-91.831833
Missouri,2022,Dec,62.6,60.8,3053163,2967158,86005,2.8,37.964253,-91.831833
Montana,2006,Jan,66.7,64.3,489832,472225,17607,3.6,46.879682,-110.362566
Montana,2006,Feb,66.7,64.4,490715,473484,17231,3.5,46.879682,-110.362566
Montana,2006,Mar,66.8,64.5,492075,475078,16997,3.5,46.879682,-110.362566
Montana,2006,Apr,67,64.7,493679,476780,16899,3.4,46.879682,-110.362566
Montana,2006,May,67.1,64.8,495157,478285,16872,3.4,46.879682,-110.362566
Montana,2006,Jun,67.1,64.9,496176,479335,16841,3.4,46.879682,-110.362566
Montana,2006,Jul,67.1,64.9,496676,479942,16734,3.4,46.879682,-110.362566
Montana,2006,Aug,67.1,64.8,496874,480340,16534,3.3,46.879682,-110.362566
Montana,2006,Sep,67,64.8,497008,480753,16255,3.3,46.879682,-110.362566
Montana,2006,Oct,66.9,64.8,497327,481487,15840,3.2,46.879682,-110.362566
Montana,2006,Nov,66.9,64.9,498025,482717,15308,3.1,46.879682,-110.362566
Montana,2006,Dec,67,65,499089,484328,14761,3,46.879682,-110.362566
Montana,2007,Jan,67.1,65.2,500327,485966,14361,2.9,46.879682,-110.362566
Montana,2007,Feb,67.2,65.3,501476,487228,14248,2.8,46.879682,-110.362566
Montana,2007,Mar,67.2,65.3,502396,487908,14488,2.9,46.879682,-110.362566
Montana,2007,Apr,67.3,65.2,503141,488072,15069,3,46.879682,-110.362566
Montana,2007,May,67.3,65.1,503837,487924,15913,3.2,46.879682,-110.362566
Montana,2007,Jun,67.3,65,504589,487728,16861,3.3,46.879682,-110.362566
Montana,2007,Jul,67.3,64.9,505402,487649,17753,3.5,46.879682,-110.362566
Montana,2007,Aug,67.3,64.9,506257,487785,18472,3.6,46.879682,-110.362566
Montana,2007,Sep,67.4,64.9,507153,488205,18948,3.7,46.879682,-110.362566
Montana,2007,Oct,67.4,64.9,508080,488870,19210,3.8,46.879682,-110.362566
Montana,2007,Nov,67.5,64.9,508950,489629,19321,3.8,46.879682,-110.362566
Montana,2007,Dec,67.5,64.9,509732,490367,19365,3.8,46.879682,-110.362566
Montana,2008,Jan,67.5,64.9,510364,490873,19491,3.8,46.879682,-110.362566
Montana,2008,Feb,67.5,64.9,510816,491021,19795,3.9,46.879682,-110.362566
Montana,2008,Mar,67.5,64.8,511130,490799,20331,4,46.879682,-110.362566
Montana,2008,Apr,67.5,64.7,511411,490311,21100,4.1,46.879682,-110.362566
Montana,2008,May,67.4,64.5,511776,489740,22036,4.3,46.879682,-110.362566
Montana,2008,Jun,67.4,64.4,512294,489229,23065,4.5,46.879682,-110.362566
Montana,2008,Jul,67.4,64.3,512944,488842,24102,4.7,46.879682,-110.362566
Montana,2008,Aug,67.5,64.2,513563,488397,25166,4.9,46.879682,-110.362566
Montana,2008,Sep,67.4,64,513902,487527,26375,5.1,46.879682,-110.362566
Montana,2008,Oct,67.4,63.7,513700,485834,27866,5.4,46.879682,-110.362566
Montana,2008,Nov,67.2,63.3,512832,483179,29653,5.8,46.879682,-110.362566
Montana,2008,Dec,67,62.8,511355,479767,31588,6.2,46.879682,-110.362566
Montana,2009,Jan,66.7,62.3,509478,476051,33427,6.6,46.879682,-110.362566
Montana,2009,Feb,66.4,61.8,507574,472644,34930,6.9,46.879682,-110.362566
Montana,2009,Mar,66.1,61.4,505944,470036,35908,7.1,46.879682,-110.362566
Montana,2009,Apr,65.9,61.2,504683,468374,36309,7.2,46.879682,-110.362566
Montana,2009,May,65.7,61,503645,467389,36256,7.2,46.879682,-110.362566
Montana,2009,Jun,65.6,60.9,502704,466739,35965,7.2,46.879682,-110.362566
Montana,2009,Jul,65.4,60.7,501734,466047,35687,7.1,46.879682,-110.362566
Montana,2009,Aug,65.2,60.6,500707,465128,35579,7.1,46.879682,-110.362566
Montana,2009,Sep,65,60.4,499791,464097,35694,7.1,46.879682,-110.362566
Montana,2009,Oct,64.9,60.2,499149,463140,36009,7.2,46.879682,-110.362566
Montana,2009,Nov,64.8,60.1,498984,462518,36466,7.3,46.879682,-110.362566
Montana,2009,Dec,64.8,60,499358,462376,36982,7.4,46.879682,-110.362566
Montana,2010,Jan,64.9,60.1,500111,462743,37368,7.5,46.879682,-110.362566
Montana,2010,Feb,65,60.1,500923,463419,37504,7.5,46.879682,-110.362566
Montana,2010,Mar,65,60.2,501546,464199,37347,7.4,46.879682,-110.362566
Montana,2010,Apr,64.6,59.8,501897,464966,36931,7.4,46.879682,-110.362566
Montana,2010,May,64.5,59.9,501975,465645,36330,7.2,46.879682,-110.362566
Montana,2010,Jun,64.5,59.9,501750,466046,35704,7.1,46.879682,-110.362566
Montana,2010,Jul,64.4,59.9,501304,466066,35238,7,46.879682,-110.362566
Montana,2010,Aug,64.3,59.8,500825,465795,35030,7,46.879682,-110.362566
Montana,2010,Sep,64.2,59.7,500372,465321,35051,7,46.879682,-110.362566
Montana,2010,Oct,64.1,59.6,500038,464869,35169,7,46.879682,-110.362566
Montana,2010,Nov,64,59.5,499828,464588,35240,7.1,46.879682,-110.362566
Montana,2010,Dec,63.9,59.4,499719,464553,35166,7,46.879682,-110.362566
Montana,2011,Jan,63.9,59.4,499721,464781,34940,7,46.879682,-110.362566
Montana,2011,Feb,63.9,59.5,499700,465116,34584,6.9,46.879682,-110.362566
Montana,2011,Mar,63.8,59.5,499536,465377,34159,6.8,46.879682,-110.362566
Montana,2011,Apr,63.8,59.4,499306,465514,33792,6.8,46.879682,-110.362566
Montana,2011,May,63.7,59.4,499226,465635,33591,6.7,46.879682,-110.362566
Montana,2011,Jun,63.7,59.4,499502,465976,33526,6.7,46.879682,-110.362566
Montana,2011,Jul,63.8,59.5,500212,466749,33463,6.7,46.879682,-110.362566
Montana,2011,Aug,63.8,59.6,501247,467977,33270,6.6,46.879682,-110.362566
Montana,2011,Sep,63.9,59.7,502388,469513,32875,6.5,46.879682,-110.362566
Montana,2011,Oct,64,59.9,503378,471088,32290,6.4,46.879682,-110.362566
Montana,2011,Nov,64,60,503969,472384,31585,6.3,46.879682,-110.362566
Montana,2011,Dec,64,60.1,504138,473258,30880,6.1,46.879682,-110.362566
Montana,2012,Jan,64,60.1,504102,473787,30315,6,46.879682,-110.362566
Montana,2012,Feb,63.9,60.1,504157,474178,29979,5.9,46.879682,-110.362566
Montana,2012,Mar,63.9,60.1,504449,474559,29890,5.9,46.879682,-110.362566
Montana,2012,Apr,64,60.2,504942,474995,29947,5.9,46.879682,-110.362566
Montana,2012,May,64,60.2,505634,475624,30010,5.9,46.879682,-110.362566
Montana,2012,Jun,64.1,60.3,506446,476486,29960,5.9,46.879682,-110.362566
Montana,2012,Jul,64.1,60.4,507185,477470,29715,5.9,46.879682,-110.362566
Montana,2012,Aug,64.1,60.4,507764,478438,29326,5.8,46.879682,-110.362566
Montana,2012,Sep,64.1,60.5,508244,479327,28917,5.7,46.879682,-110.362566
Montana,2012,Oct,64.1,60.5,508604,480064,28540,5.6,46.879682,-110.362566
Montana,2012,Nov,64.1,60.5,508875,480628,28247,5.6,46.879682,-110.362566
Montana,2012,Dec,64,60.5,509103,481061,28042,5.5,46.879682,-110.362566
Montana,2018,Jan,63.1,60.6,530913,509909,21004,4,46.879682,-110.362566
Montana,2018,Feb,63.1,60.7,531682,511006,20676,3.9,46.879682,-110.362566
Montana,2018,Mar,63.2,60.8,532749,512377,20372,3.8,46.879682,-110.362566
Montana,2018,Apr,63.3,60.9,533807,513700,20107,3.8,46.879682,-110.362566
Montana,2018,May,63.3,61,534614,514707,19907,3.7,46.879682,-110.362566
Montana,2018,Jun,63.3,61,535137,515374,19763,3.7,46.879682,-110.362566
Montana,2018,Jul,63.3,61,535470,515831,19639,3.7,46.879682,-110.362566
Montana,2018,Aug,63.3,61,535880,516289,19591,3.7,46.879682,-110.362566
Montana,2018,Sep,63.3,61,536497,516885,19612,3.7,46.879682,-110.362566
Montana,2018,Oct,63.3,61,537243,517595,19648,3.7,46.879682,-110.362566
Montana,2018,Nov,63.4,61,538005,518342,19663,3.7,46.879682,-110.362566
Montana,2018,Dec,63.4,61.1,538708,519087,19621,3.6,46.879682,-110.362566
Montana,2019,Jan,63.4,61.1,539411,519934,19477,3.6,46.879682,-110.362566
Montana,2019,Feb,63.4,61.2,539651,520398,19253,3.6,46.879682,-110.362566
Montana,2019,Mar,63.4,61.2,539881,520890,18991,3.5,46.879682,-110.362566
Montana,2019,Apr,63.4,61.2,540409,521646,18763,3.5,46.879682,-110.362566
Montana,2019,May,63.5,61.3,541361,522726,18635,3.4,46.879682,-110.362566
Montana,2019,Jun,63.6,61.4,542703,524051,18652,3.4,46.879682,-110.362566
Montana,2019,Jul,63.7,61.5,544222,525429,18793,3.5,46.879682,-110.362566
Montana,2019,Aug,63.8,61.6,545694,526716,18978,3.5,46.879682,-110.362566
Montana,2019,Sep,63.9,61.6,547135,528057,19078,3.5,46.879682,-110.362566
Montana,2019,Oct,63.9,61.7,548532,529352,19180,3.5,46.879682,-110.362566
Montana,2019,Nov,64,61.8,549705,530377,19328,3.5,46.879682,-110.362566
Montana,2019,Dec,64,61.7,550168,530682,19486,3.5,46.879682,-110.362566
Montana,2020,Jan,63.9,61.6,549704,530158,19546,3.6,46.879682,-110.362566
Montana,2020,Feb,63.7,61.4,548416,528992,19424,3.5,46.879682,-110.362566
Montana,2020,Mar,63.4,61.2,546596,527560,19036,3.5,46.879682,-110.362566
Montana,2020,Apr,62.4,55,537398,473128,64270,12,46.879682,-110.362566
Montana,2020,May,63,57.1,542485,492463,50022,9.2,46.879682,-110.362566
Montana,2020,Jun,62.7,57.9,541135,499774,41361,7.6,46.879682,-110.362566
Montana,2020,Jul,62.9,58.7,543419,506912,36507,6.7,46.879682,-110.362566
Montana,2020,Aug,62.8,59.2,543300,512701,30599,5.6,46.879682,-110.362566
Montana,2020,Sep,62.9,59.6,545428,517143,28285,5.2,46.879682,-110.362566
Montana,2020,Oct,62.7,59.8,544975,519693,25282,4.6,46.879682,-110.362566
Montana,2020,Nov,62.6,59.9,544755,520962,23793,4.4,46.879682,-110.362566
Montana,2020,Dec,62.5,59.8,544466,521547,22919,4.2,46.879682,-110.362566
Montana,2021,Jan,62.3,59.8,543937,522136,21801,4,46.879682,-110.362566
Montana,2021,Feb,62.3,59.8,544373,523124,21249,3.9,46.879682,-110.362566
Montana,2021,Mar,62.3,59.9,545373,524693,20680,3.8,46.879682,-110.362566
Montana,2021,Apr,62.3,60,546827,526492,20335,3.7,46.879682,-110.362566
Montana,2021,May,62.3,60.1,547866,528083,19783,3.6,46.879682,-110.362566
Montana,2021,Jun,62.3,60.1,548685,529274,19411,3.5,46.879682,-110.362566
Montana,2021,Jul,62.2,60.1,549170,530376,18794,3.4,46.879682,-110.362566
Montana,2021,Aug,62.2,60.2,549781,531715,18066,3.3,46.879682,-110.362566
Montana,2021,Sep,62.2,60.3,550728,533510,17218,3.1,46.879682,-110.362566
Montana,2021,Oct,62.3,60.4,552374,535928,16446,3,46.879682,-110.362566
Montana,2021,Nov,62.5,60.7,554497,538752,15745,2.8,46.879682,-110.362566
Montana,2021,Dec,62.6,60.9,556862,541659,15203,2.7,46.879682,-110.362566
Montana,2022,Jan,62.8,61.1,559131,544208,14923,2.7,46.879682,-110.362566
Montana,2022,Feb,62.9,61.3,560942,546143,14799,2.6,46.879682,-110.362566
Montana,2022,Mar,63,61.3,562284,547446,14838,2.6,46.879682,-110.362566
Montana,2022,Apr,63,61.3,563383,548371,15012,2.7,46.879682,-110.362566
Montana,2022,May,63,61.3,564368,549120,15248,2.7,46.879682,-110.362566
Montana,2022,Jun,63,61.3,565116,549657,15459,2.7,46.879682,-110.362566
Montana,2022,Jul,62.9,61.2,565481,549877,15604,2.8,46.879682,-110.362566
Montana,2022,Aug,62.9,61.1,565601,549968,15633,2.8,46.879682,-110.362566
Montana,2022,Sep,62.8,61.1,565657,550173,15484,2.7,46.879682,-110.362566
Montana,2022,Oct,62.8,61.1,565796,550561,15235,2.7,46.879682,-110.362566
Montana,2022,Nov,62.7,61.1,566156,551235,14921,2.6,46.879682,-110.362566
Montana,2022,Dec,62.8,61.1,566924,552320,14604,2.6,46.879682,-110.362566
Nebraska,2006,Jan,72.9,70.4,969001,936904,32097,3.3,41.492537,-99.901813
Nebraska,2006,Feb,72.8,70.5,968388,937521,30867,3.2,41.492537,-99.901813
Nebraska,2006,Mar,72.7,70.5,968167,938255,29912,3.1,41.492537,-99.901813
Nebraska,2006,Apr,72.7,70.5,968417,939016,29401,3,41.492537,-99.901813
Nebraska,2006,May,72.7,70.5,969109,939813,29296,3,41.492537,-99.901813
Nebraska,2006,Jun,72.8,70.6,970087,940667,29420,3,41.492537,-99.901813
Nebraska,2006,Jul,72.8,70.6,971231,941724,29507,3,41.492537,-99.901813
Nebraska,2006,Aug,72.9,70.7,972530,943039,29491,3,41.492537,-99.901813
Nebraska,2006,Sep,72.9,70.7,973920,944455,29465,3,41.492537,-99.901813
Nebraska,2006,Oct,73,70.8,975160,945823,29337,3,41.492537,-99.901813
Nebraska,2006,Nov,73,70.8,975966,947007,28959,3,41.492537,-99.901813
Nebraska,2006,Dec,73,70.9,976178,947798,28380,2.9,41.492537,-99.901813
